source,title,description,published_at,url,sentiment_positive,sentiment_negative,sentiment_neutral,sentiment_compound,sentiment_label
GoogleNews,Infosys sees lowest share of under-30 employees in 15 years - Storyboard18,Infosys sees lowest share of under-30 employees in 15 years  Storyboard18,2026-06-01 11:17:46,,0.154,0.182,0.664,-0.2023,Negative
GoogleNews,"If coding becomes automated, why are we...? Infosys chairman Nandan Nilekani answers - Business Today","If coding becomes automated, why are we...? Infosys chairman Nandan Nilekani answers  Business Today",2026-06-01 10:48:32,,0.0,0.0,1.0,0.0,Neutral
GoogleNews,"Infosys rises Monday, outperforms competitors - MarketWatch","Infosys rises Monday, outperforms competitors  MarketWatch",2026-06-01 10:30:00,,0.0,0.0,1.0,0.0,Neutral
GoogleNews,"IT stocks rally: Why are Infosys, TCS and Tech Mahindra shares surging despite AI disruption fears? - The Times of India","IT stocks rally: Why are Infosys, TCS and Tech Mahindra shares surging despite AI disruption fears?  The Times of India",2026-06-01 09:42:00,,0.28,0.0,0.72,0.892,Positive
GoogleNews,"Wipro, Infosys, Hexaware, LTM, Persistent: 'SaaSpocalypse' not real, says CLSA - Business Today","Wipro, Infosys, Hexaware, LTM, Persistent: 'SaaSpocalypse' not real, says CLSA  Business Today",2026-06-01 09:20:06,,0.0,0.0,1.0,0.0,Neutral
GoogleNews,Why Infosys Share Price is Rising - Equitymaster,Why Infosys Share Price is Rising  Equitymaster,2026-06-01 09:15:49,,0.253,0.0,0.747,0.5267,Positive
GoogleNews,"Infosys, TCS And Other IT Stocks Hop on Global AI Rally Even as Broader Markets Struggle for Direction - HDFC Sky","Infosys, TCS And Other IT Stocks Hop on Global AI Rally Even as Broader Markets Struggle for Direction  HDFC Sky",2026-06-01 07:17:22,,0.0,0.106,0.894,-0.5574,Negative
GoogleNews,Infosys CEO Salil Parekh's FY26 pay rises 2% to Rs 82.6 crore - bestmediainfo.com,Infosys CEO Salil Parekh's FY26 pay rises 2% to Rs 82.6 crore  bestmediainfo.com,2026-06-01 07:11:28,,0.0,0.101,0.899,-0.2023,Negative
GoogleNews,"Infosys, TCS, Coforge: Nifty IT gains 4% in weak market; check what CLSA said about Wipro - Upstox","Infosys, TCS, Coforge: Nifty IT gains 4% in weak market; check what CLSA said about Wipro  Upstox",2026-06-01 07:04:48,,0.227,0.129,0.644,0.5267,Positive
GoogleNews,Infosys CEO takes home ₹82.6 crore after revenue crosses $20 billion - People Matters Media,Infosys CEO takes home ₹82.6 crore after revenue crosses $20 billion  People Matters Media,2026-06-01 06:33:40,,0.075,0.0,0.925,0.0516,Positive
GoogleNews,"Nifty IT Index Jumps 4% Intraday As TCS, Infosys, HCL Tech Rally Amid Global AI Frenzy - NDTV Profit","Nifty IT Index Jumps 4% Intraday As TCS, Infosys, HCL Tech Rally Amid Global AI Frenzy  NDTV Profit",2026-06-01 06:10:26,,0.239,0.098,0.662,0.765,Positive
GoogleNews,"IT stocks: Infosys, Tech Mahindra, TCS lead gains on Sensex, Nifty; Nifty IT zooms 1,000 pts - Business Today","IT stocks: Infosys, Tech Mahindra, TCS lead gains on Sensex, Nifty; Nifty IT zooms 1,000 pts  Business Today",2026-06-01 05:43:39,,0.335,0.0,0.665,0.9274,Positive
